id,nombre,email,ciudad,fecha_registro,canal_adquisicion,es_vip
372,Luis Martín 372,cliente372@email.com,Valencia,2023-01-21,facebook,False
373,Eva López 373,cliente373@email.com,Sevilla,2023-01-24,organico,False
374,Carlos Ruiz 374,cliente374@email.com,Bilbao,2023-01-27,referido,False
375,Marta Soto 375,cliente375@email.com,Madrid,2023-01-30,email,False
376,Pablo Díaz 376,cliente376@email.com,Barcelona,2023-02-02,google,False
377,Sara Vega 377,cliente377@email.com,Valencia,2023-02-05,facebook,False
378,Ana García 378,cliente378@email.com,Sevilla,2023-02-08,organico,True
379,Luis Martín 379,cliente379@email.com,Bilbao,2023-02-11,referido,False
380,Eva López 380,cliente380@email.com,Madrid,2023-02-14,email,False
381,Carlos Ruiz 381,cliente381@email.com,Barcelona,2023-02-17,google,False
382,Marta Soto 382,cliente382@email.com,Valencia,2023-02-20,facebook,False
383,Pablo Díaz 383,cliente383@email.com,Sevilla,2023-02-23,organico,False
384,Sara Vega 384,cliente384@email.com,Bilbao,2023-02-26,referido,False
385,Ana García 385,cliente385@email.com,Madrid,2023-03-01,email,True
386,Luis Martín 386,cliente386@email.com,Barcelona,2023-03-04,google,False
387,Eva López 387,cliente387@email.com,Valencia,2023-03-07,facebook,False
388,Carlos Ruiz 388,cliente388@email.com,Sevilla,2023-03-10,organico,False
389,Marta Soto 389,cliente389@email.com,Bilbao,2023-03-13,referido,False
390,Pablo Díaz 390,cliente390@email.com,Madrid,2023-03-16,email,False
391,Sara Vega 391,cliente391@email.com,Barcelona,2023-03-19,google,False
392,Ana García 392,cliente392@email.com,Valencia,2023-03-22,facebook,True
393,Luis Martín 393,cliente393@email.com,Sevilla,2023-03-25,organico,False
394,Eva López 394,cliente394@email.com,Bilbao,2023-03-28,referido,False
395,Carlos Ruiz 395,cliente395@email.com,Madrid,2023-03-31,email,False
396,Marta Soto 396,cliente396@email.com,Barcelona,2023-04-03,google,False
397,Pablo Díaz 397,cliente397@email.com,Valencia,2023-04-06,facebook,False
398,Sara Vega 398,cliente398@email.com,Sevilla,2023-04-09,organico,False
399,Ana García 399,cliente399@email.com,Bilbao,2023-04-12,referido,True
400,Luis Martín 400,cliente400@email.com,Madrid,2023-04-15,email,False
401,Eva López 401,cliente401@email.com,Barcelona,2023-04-18,google,False
402,Carlos Ruiz 402,cliente402@email.com,Valencia,2023-04-21,facebook,False
403,Marta Soto 403,cliente403@email.com,Sevilla,2023-04-24,organico,False
404,Pablo Díaz 404,cliente404@email.com,Bilbao,2023-04-27,referido,False
405,Sara Vega 405,cliente405@email.com,Madrid,2023-04-30,email,False
406,Ana García 406,cliente406@email.com,Barcelona,2023-05-03,google,True
407,Luis Martín 407,cliente407@email.com,Valencia,2023-05-06,facebook,False
408,Eva López 408,cliente408@email.com,Sevilla,2023-05-09,organico,False
409,Carlos Ruiz 409,cliente409@email.com,Bilbao,2023-05-12,referido,False
410,Marta Soto 410,cliente410@email.com,Madrid,2023-05-15,email,False
411,Pablo Díaz 411,cliente411@email.com,Barcelona,2023-05-18,google,False
412,Sara Vega 412,cliente412@email.com,Valencia,2023-05-21,facebook,False
413,Ana García 413,cliente413@email.com,Sevilla,2023-05-24,organico,True
414,Luis Martín 414,cliente414@email.com,Bilbao,2023-05-27,referido,False
415,Eva López 415,cliente415@email.com,Madrid,2023-05-30,email,False
416,Carlos Ruiz 416,cliente416@email.com,Barcelona,2023-06-02,google,False
417,Marta Soto 417,cliente417@email.com,Valencia,2023-06-05,facebook,False
418,Pablo Díaz 418,cliente418@email.com,Sevilla,2023-06-08,organico,False
419,Sara Vega 419,cliente419@email.com,Bilbao,2023-06-11,referido,False
420,Ana García 420,cliente420@email.com,Madrid,2023-06-14,email,True
421,Luis Martín 421,cliente421@email.com,Barcelona,2023-06-17,google,False
422,Eva López 422,cliente422@email.com,Valencia,2023-06-20,facebook,False
423,Carlos Ruiz 423,cliente423@email.com,Sevilla,2023-06-23,organico,False
424,Marta Soto 424,cliente424@email.com,Bilbao,2023-06-26,referido,False
425,Pablo Díaz 425,cliente425@email.com,Madrid,2023-06-29,email,False
426,Sara Vega 426,cliente426@email.com,Barcelona,2023-07-02,google,False
427,Ana García 427,cliente427@email.com,Valencia,2023-07-05,facebook,True
428,Luis Martín 428,cliente428@email.com,Sevilla,2023-07-08,organico,False
429,Eva López 429,cliente429@email.com,Bilbao,2023-07-11,referido,False
430,Carlos Ruiz 430,cliente430@email.com,Madrid,2023-07-14,email,False
431,Marta Soto 431,cliente431@email.com,Barcelona,2023-07-17,google,False
432,Pablo Díaz 432,cliente432@email.com,Valencia,2023-07-20,facebook,False
433,Sara Vega 433,cliente433@email.com,Sevilla,2023-07-23,organico,False
434,Ana García 434,cliente434@email.com,Bilbao,2023-07-26,referido,True
435,Luis Martín 435,cliente435@email.com,Madrid,2023-07-29,email,False
436,Eva López 436,cliente436@email.com,Barcelona,2023-08-01,google,False
437,Carlos Ruiz 437,cliente437@email.com,Valencia,2023-08-04,facebook,False
438,Marta Soto 438,cliente438@email.com,Sevilla,2023-08-07,organico,False
439,Pablo Díaz 439,cliente439@email.com,Bilbao,2023-08-10,referido,False
440,Sara Vega 440,cliente440@email.com,Madrid,2023-08-13,email,False
441,Ana García 441,cliente441@email.com,Barcelona,2023-08-16,google,True
442,Luis Martín 442,cliente442@email.com,Valencia,2023-08-19,facebook,False
443,Eva López 443,cliente443@email.com,Sevilla,2023-08-22,organico,False
444,Carlos Ruiz 444,cliente444@email.com,Bilbao,2023-08-25,referido,False
445,Marta Soto 445,cliente445@email.com,Madrid,2023-08-28,email,False
446,Pablo Díaz 446,cliente446@email.com,Barcelona,2023-08-31,google,False
447,Sara Vega 447,cliente447@email.com,Valencia,2023-09-03,facebook,False
448,Ana García 448,cliente448@email.com,Sevilla,2023-09-06,organico,True
449,Luis Martín 449,cliente449@email.com,Bilbao,2023-09-09,referido,False
450,Eva López 450,cliente450@email.com,Madrid,2023-09-12,email,False
451,Carlos Ruiz 451,cliente451@email.com,Barcelona,2023-09-15,google,False
452,Marta Soto 452,cliente452@email.com,Valencia,2023-09-18,facebook,False
453,Pablo Díaz 453,cliente453@email.com,Sevilla,2023-09-21,organico,False
454,Sara Vega 454,cliente454@email.com,Bilbao,2023-09-24,referido,False
455,Ana García 455,cliente455@email.com,Madrid,2023-09-27,email,True
456,Luis Martín 456,cliente456@email.com,Barcelona,2023-09-30,google,False
457,Eva López 457,cliente457@email.com,Valencia,2023-10-03,facebook,False
458,Carlos Ruiz 458,cliente458@email.com,Sevilla,2023-10-06,organico,False
459,Marta Soto 459,cliente459@email.com,Bilbao,2023-10-09,referido,False
460,Pablo Díaz 460,cliente460@email.com,Madrid,2023-10-12,email,False
461,Sara Vega 461,cliente461@email.com,Barcelona,2023-10-15,google,False
462,Ana García 462,cliente462@email.com,Valencia,2023-10-18,facebook,True
463,Luis Martín 463,cliente463@email.com,Sevilla,2023-10-21,organico,False
464,Eva López 464,cliente464@email.com,Bilbao,2023-10-24,referido,False
465,Carlos Ruiz 465,cliente465@email.com,Madrid,2023-10-27,email,False
466,Marta Soto 466,cliente466@email.com,Barcelona,2023-10-30,google,False
467,Pablo Díaz 467,cliente467@email.com,Valencia,2023-11-02,facebook,False
468,Sara Vega 468,cliente468@email.com,Sevilla,2023-11-05,organico,False
469,Ana García 469,cliente469@email.com,Bilbao,2023-11-08,referido,True
470,Luis Martín 470,cliente470@email.com,Madrid,2023-11-11,email,False
471,Eva López 471,cliente471@email.com,Barcelona,2023-11-14,google,False
472,Carlos Ruiz 472,cliente472@email.com,Valencia,2023-11-17,facebook,False
473,Marta Soto 473,cliente473@email.com,Sevilla,2023-11-20,organico,False
474,Pablo Díaz 474,cliente474@email.com,Bilbao,2023-11-23,referido,False
475,Sara Vega 475,cliente475@email.com,Madrid,2023-11-26,email,False
476,Ana García 476,cliente476@email.com,Barcelona,2023-11-29,google,True
477,Luis Martín 477,cliente477@email.com,Valencia,2023-12-02,facebook,False
478,Eva López 478,cliente478@email.com,Sevilla,2023-12-05,organico,False
479,Carlos Ruiz 479,cliente479@email.com,Bilbao,2023-12-08,referido,False
480,Marta Soto 480,cliente480@email.com,Madrid,2023-12-11,email,False
481,Pablo Díaz 481,cliente481@email.com,Barcelona,2023-12-14,google,False
482,Sara Vega 482,cliente482@email.com,Valencia,2023-12-17,facebook,False
483,Ana García 483,cliente483@email.com,Sevilla,2023-12-20,organico,True
484,Luis Martín 484,cliente484@email.com,Bilbao,2023-12-23,referido,False
485,Eva López 485,cliente485@email.com,Madrid,2023-12-26,email,False
486,Carlos Ruiz 486,cliente486@email.com,Barcelona,2023-12-29,google,False
487,Marta Soto 487,cliente487@email.com,Valencia,2024-01-01,facebook,False
488,Pablo Díaz 488,cliente488@email.com,Sevilla,2024-01-04,organico,False
489,Sara Vega 489,cliente489@email.com,Bilbao,2024-01-07,referido,False
490,Ana García 490,cliente490@email.com,Madrid,2024-01-10,email,True
491,Luis Martín 491,cliente491@email.com,Barcelona,2024-01-13,google,False
492,Eva López 492,cliente492@email.com,Valencia,2024-01-16,facebook,False
493,Carlos Ruiz 493,cliente493@email.com,Sevilla,2024-01-19,organico,False
494,Marta Soto 494,cliente494@email.com,Bilbao,2024-01-22,referido,False
495,Pablo Díaz 495,cliente495@email.com,Madrid,2024-01-25,email,False
496,Sara Vega 496,cliente496@email.com,Barcelona,2024-01-28,google,False
497,Ana García 497,cliente497@email.com,Valencia,2024-01-31,facebook,True
498,Luis Martín 498,cliente498@email.com,Sevilla,2024-02-03,organico,False
499,Eva López 499,cliente499@email.com,Bilbao,2024-02-06,referido,False
500,Carlos Ruiz 500,cliente500@email.com,Madrid,2024-02-09,email,False
501,Marta Soto 501,cliente501@email.com,Barcelona,2024-02-12,google,False
502,Pablo Díaz 502,cliente502@email.com,Valencia,2024-02-15,facebook,False
503,Sara Vega 503,cliente503@email.com,Sevilla,2024-02-18,organico,False
504,Ana García 504,cliente504@email.com,Bilbao,2024-02-21,referido,True
505,Luis Martín 505,cliente505@email.com,Madrid,2024-02-24,email,False
506,Eva López 506,cliente506@email.com,Barcelona,2024-02-27,google,False
507,Carlos Ruiz 507,cliente507@email.com,Valencia,2024-03-01,facebook,False
508,Marta Soto 508,cliente508@email.com,Sevilla,2024-03-04,organico,False
509,Pablo Díaz 509,cliente509@email.com,Bilbao,2024-03-07,referido,False
510,Sara Vega 510,cliente510@email.com,Madrid,2024-03-10,email,False
511,Ana García 511,cliente511@email.com,Barcelona,2024-03-13,google,True
512,Luis Martín 512,cliente512@email.com,Valencia,2024-03-16,facebook,False
513,Eva López 513,cliente513@email.com,Sevilla,2024-03-19,organico,False
514,Carlos Ruiz 514,cliente514@email.com,Bilbao,2024-03-22,referido,False
515,Marta Soto 515,cliente515@email.com,Madrid,2024-03-25,email,False
516,Pablo Díaz 516,cliente516@email.com,Barcelona,2024-03-28,google,False
517,Sara Vega 517,cliente517@email.com,Valencia,2024-03-31,facebook,False
518,Ana García 518,cliente518@email.com,Sevilla,2024-04-03,organico,True
519,Luis Martín 519,cliente519@email.com,Bilbao,2024-04-06,referido,False
520,Eva López 520,cliente520@email.com,Madrid,2024-04-09,email,False
521,Carlos Ruiz 521,cliente521@email.com,Barcelona,2024-04-12,google,False
522,Marta Soto 522,cliente522@email.com,Valencia,2024-04-15,facebook,False
523,Pablo Díaz 523,cliente523@email.com,Sevilla,2024-04-18,organico,False
524,Sara Vega 524,cliente524@email.com,Bilbao,2024-04-21,referido,False
525,Ana García 525,cliente525@email.com,Madrid,2024-04-24,email,True
526,Luis Martín 526,cliente526@email.com,Barcelona,2024-04-27,google,False
527,Eva López 527,cliente527@email.com,Valencia,2024-04-30,facebook,False
528,Carlos Ruiz 528,cliente528@email.com,Sevilla,2024-05-03,organico,False
529,Marta Soto 529,cliente529@email.com,Bilbao,2024-05-06,referido,False
530,Pablo Díaz 530,cliente530@email.com,Madrid,2024-05-09,email,False
531,Sara Vega 531,cliente531@email.com,Barcelona,2024-05-12,google,False
532,Ana García 532,cliente532@email.com,Valencia,2024-05-15,facebook,True
533,Luis Martín 533,cliente533@email.com,Sevilla,2024-05-18,organico,False
534,Eva López 534,cliente534@email.com,Bilbao,2024-05-21,referido,False
535,Carlos Ruiz 535,cliente535@email.com,Madrid,2024-05-24,email,False
536,Marta Soto 536,cliente536@email.com,Barcelona,2024-05-27,google,False
537,Pablo Díaz 537,cliente537@email.com,Valencia,2024-05-30,facebook,False
538,Sara Vega 538,cliente538@email.com,Sevilla,2024-06-02,organico,False
539,Ana García 539,cliente539@email.com,Bilbao,2024-06-05,referido,True
540,Luis Martín 540,cliente540@email.com,Madrid,2024-06-08,email,False
541,Eva López 541,cliente541@email.com,Barcelona,2024-06-11,google,False
542,Carlos Ruiz 542,cliente542@email.com,Valencia,2024-06-14,facebook,False
543,Marta Soto 543,cliente543@email.com,Sevilla,2024-06-17,organico,False
544,Pablo Díaz 544,cliente544@email.com,Bilbao,2024-06-20,referido,False
545,Sara Vega 545,cliente545@email.com,Madrid,2024-06-23,email,False
546,Ana García 546,cliente546@email.com,Barcelona,2024-06-26,google,True
547,Luis Martín 547,cliente547@email.com,Valencia,2024-06-29,facebook,False
548,Eva López 548,cliente548@email.com,Sevilla,2024-07-02,organico,False
549,Carlos Ruiz 549,cliente549@email.com,Bilbao,2024-07-05,referido,False
550,Marta Soto 550,cliente550@email.com,Madrid,2024-07-08,email,False
551,Pablo Díaz 551,cliente551@email.com,Barcelona,2024-07-11,google,False
552,Sara Vega 552,cliente552@email.com,Valencia,2024-07-14,facebook,False
553,Ana García 553,cliente553@email.com,Sevilla,2024-07-17,organico,True
554,Luis Martín 554,cliente554@email.com,Bilbao,2024-07-20,referido,False
555,Eva López 555,cliente555@email.com,Madrid,2024-07-23,email,False
556,Carlos Ruiz 556,cliente556@email.com,Barcelona,2024-07-26,google,False
557,Marta Soto 557,cliente557@email.com,Valencia,2024-07-29,facebook,False
558,Pablo Díaz 558,cliente558@email.com,Sevilla,2024-08-01,organico,False
559,Sara Vega 559,cliente559@email.com,Bilbao,2024-08-04,referido,False
560,Ana García 560,cliente560@email.com,Madrid,2024-08-07,email,True
561,Luis Martín 561,cliente561@email.com,Barcelona,2024-08-10,google,False
562,Eva López 562,cliente562@email.com,Valencia,2024-08-13,facebook,False
563,Carlos Ruiz 563,cliente563@email.com,Sevilla,2024-08-16,organico,False
564,Marta Soto 564,cliente564@email.com,Bilbao,2024-08-19,referido,False
565,Pablo Díaz 565,cliente565@email.com,Madrid,2024-08-22,email,False
566,Sara Vega 566,cliente566@email.com,Barcelona,2024-08-25,google,False
567,Ana García 567,cliente567@email.com,Valencia,2024-08-28,facebook,True
568,Luis Martín 568,cliente568@email.com,Sevilla,2024-08-31,organico,False
569,Eva López 569,cliente569@email.com,Bilbao,2024-09-03,referido,False
570,Carlos Ruiz 570,cliente570@email.com,Madrid,2024-09-06,email,False
571,Marta Soto 571,cliente571@email.com,Barcelona,2024-09-09,google,False
572,Pablo Díaz 572,cliente572@email.com,Valencia,2024-09-12,facebook,False
573,Sara Vega 573,cliente573@email.com,Sevilla,2024-09-15,organico,False
574,Ana García 574,cliente574@email.com,Bilbao,2024-09-18,referido,True
575,Luis Martín 575,cliente575@email.com,Madrid,2024-09-21,email,False
576,Eva López 576,cliente576@email.com,Barcelona,2024-09-24,google,False
577,Carlos Ruiz 577,cliente577@email.com,Valencia,2024-09-27,facebook,False
578,Marta Soto 578,cliente578@email.com,Sevilla,2024-09-30,organico,False
579,Pablo Díaz 579,cliente579@email.com,Bilbao,2024-10-03,referido,False
580,Sara Vega 580,cliente580@email.com,Madrid,2024-10-06,email,False
581,Ana García 581,cliente581@email.com,Barcelona,2024-10-09,google,True
582,Luis Martín 582,cliente582@email.com,Valencia,2024-10-12,facebook,False
583,Eva López 583,cliente583@email.com,Sevilla,2024-10-15,organico,False
584,Carlos Ruiz 584,cliente584@email.com,Bilbao,2024-10-18,referido,False
585,Marta Soto 585,cliente585@email.com,Madrid,2024-10-21,email,False
586,Pablo Díaz 586,cliente586@email.com,Barcelona,2024-10-24,google,False
587,Sara Vega 587,cliente587@email.com,Valencia,2024-10-27,facebook,False
588,Ana García 588,cliente588@email.com,Sevilla,2024-10-30,organico,True
589,Luis Martín 589,cliente589@email.com,Bilbao,2024-11-02,referido,False
590,Eva López 590,cliente590@email.com,Madrid,2024-11-05,email,False
591,Carlos Ruiz 591,cliente591@email.com,Barcelona,2024-11-08,google,False
592,Marta Soto 592,cliente592@email.com,Valencia,2024-11-11,facebook,False
593,Pablo Díaz 593,cliente593@email.com,Sevilla,2024-11-14,organico,False
594,Sara Vega 594,cliente594@email.com,Bilbao,2024-11-17,referido,False
595,Ana García 595,cliente595@email.com,Madrid,2024-11-20,email,True
596,Luis Martín 596,cliente596@email.com,Barcelona,2024-11-23,google,False
597,Eva López 597,cliente597@email.com,Valencia,2024-11-26,facebook,False
598,Carlos Ruiz 598,cliente598@email.com,Sevilla,2024-11-29,organico,False
599,Marta Soto 599,cliente599@email.com,Bilbao,2024-12-02,referido,False
600,Pablo Díaz 600,cliente600@email.com,Madrid,2024-12-05,email,False
601,Sara Vega 601,cliente601@email.com,Barcelona,2024-12-08,google,False
602,Ana García 602,cliente602@email.com,Valencia,2024-12-11,facebook,True
603,Luis Martín 603,cliente603@email.com,Sevilla,2024-12-14,organico,False
604,Eva López 604,cliente604@email.com,Bilbao,2024-12-17,referido,False
605,Carlos Ruiz 605,cliente605@email.com,Madrid,2024-12-20,email,False
606,Marta Soto 606,cliente606@email.com,Barcelona,2024-12-23,google,False
607,Pablo Díaz 607,cliente607@email.com,Valencia,2024-12-26,facebook,False
608,Sara Vega 608,cliente608@email.com,Sevilla,2024-12-29,organico,False
609,Ana García 609,cliente609@email.com,Bilbao,2025-01-01,referido,True
610,Luis Martín 610,cliente610@email.com,Madrid,2025-01-04,email,False
611,Eva López 611,cliente611@email.com,Barcelona,2025-01-07,google,False
612,Carlos Ruiz 612,cliente612@email.com,Valencia,2025-01-10,facebook,False
613,Marta Soto 613,cliente613@email.com,Sevilla,2025-01-13,organico,False
614,Pablo Díaz 614,cliente614@email.com,Bilbao,2025-01-16,referido,False
615,Sara Vega 615,cliente615@email.com,Madrid,2025-01-19,email,False
